ip,common_name,organization,country,locality,province,sandns,sanip,selfsigned
"44.206.150.212","*.fc.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.fc.yahoo.com|fc.yahoo.com|jill.at.atwola.com|qa-jill.at.atwola.com|stage-jill.at.atwola.com","","false"
"44.207.56.211","dev.checkout.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","dev.checkout.yahoo.com|dev.mysubscriptions.yahoo.com|qa.checkout.yahoo.com|qa.mysubscriptions.yahoo.com|stage.checkout.yahoo.com|stage.mysubscriptions.yahoo.com|dev.checkout.finance.yahoo.com|dev.mysubscriptions.finance.yahoo.com|qa.checkout.finance.yahoo.com|qa.mysubscriptions.finance.yahoo.com|stage.checkout.finance.yahoo.com|stage.mysubscriptions.finance.yahoo.com|mysubscriptions.isp-qe.netscape.com|mysubscriptions.isp-stage.netscape.com|dev.checkout.mail.yahoo.com|dev.mysubscriptions.mail.yahoo.com|qa.checkout.mail.yahoo.com|qa.mysubscriptions.mail.yahoo.com|stage.checkout.mail.yahoo.com|stage.mysubscriptions.mail.yahoo.com|dev.plans.yahoo.com|qa.plans.yahoo.com|stage.plans.yahoo.com|dev.mysubscriptions.aol.com|qa.mysubscriptions.aol.com|stage.mysubscriptions.aol.com|demoapp.omp.yahoo.com|dev.checkout.autoblog.com|qa.checkout.autoblog.com|stage.checkout.autoblog.com|dev.checkoutnow.aol.com|qa.checkoutnow.aol.com|stage.checkoutnow.aol.com|dev.subscriptions.yahoo.com|qa.subscriptions.yahoo.com|stage.subscriptions.yahoo.com|dev.uk.subscriptions.yahoo.com|qa.uk.subscriptions.yahoo.com|stage.uk.subscriptions.yahoo.com|dev.subscriptions.aol.com|qa.subscriptions.aol.com|stage.subscriptions.aol.com|dev.assist.aol.com|qa.assist.aol.com|stage.assist.aol.com|dev.plans.aol.com|qa.plans.aol.com|stage.plans.aol.com|subscriptions-qa5.fp.yahoo.com|subscriptions.fp.yahoo.com|canary-subscriptions.fp.yahoo.com|dev.checkout.fantasysports.yahoo.com|qa.checkout.fantasysports.yahoo.com|stage.checkout.fantasysports.yahoo.com|dev.plus.yahoo.com|qa.plus.yahoo.com|stage.plus.yahoo.com|dev.demoapp.omp.aol.com|qa.demoapp.omp.aol.com|stage.demoapp.omp.aol.com|origin.subscriptions-qa5.fp.yahoo.com|dev.origin.checkout.yahoo.com|qa.origin.checkout.yahoo.com|stage.origin.checkout.yahoo.com","","false"
"44.207.61.161","streamer.finance.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","streamer.finance.yahoo.com|streamer-us-east-1.finance-aws-prod.aws.oath.cloud|streamer-us-west-2.finance-aws-prod.aws.oath.cloud","","false"
"44.207.96.82","*.pubgw.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.pubgw.yahoo.com|pubgw.yahoo.com|*.publisher-gateway-prod.aws.oath.cloud|*.pubgw.ads.yahoo.com|pubgw.ads.yahoo.com","","false"
"44.207.237.231","dsp-plus-api.prod.dsp-api-opensearch","Oath Inc.","US","","","dsp-api-opensearch.dsp-plus-api-prod.aws.oath.cloud|*.dsp-api-opensearch.dsp-plus-api-prod.aws.oath.cloud|dsp-api-opensearch.dsp-plus-api-prod.aws.yahoo.cloud|*.dsp-api-opensearch.dsp-plus-api-prod.aws.yahoo.cloud|dsp-api-opensearch-prod-canary-ff4b5885d-sd5zb.instanceid.athenz.aws.oath.cloud","","false"
"13.112.45.52","*.fc.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.fc.yahoo.com|fc.yahoo.com|jill.at.atwola.com|qa-jill.at.atwola.com|stage-jill.at.atwola.com","","false"
"13.112.78.120","*.tgm.yahoo-net.jp","Yahoo Japan Corporation","JP","Chiyoda-ku","Tokyo","*.tgm.yahoo-net.jp|*.theyjtag.jp|*.yjdmp.jp|*.yjtag.jp","","false"
"13.112.110.86","*.tgm.yahoo-net.jp","Yahoo Japan Corporation","JP","Chiyoda-ku","Tokyo","*.tgm.yahoo-net.jp|*.theyjtag.jp|*.yjdmp.jp|*.yjtag.jp","","false"
"13.113.186.84","outsystems.yahoo-net.jp","Yahoo Japan Corporation","JP","Chiyoda-ku","Tokyo","outsystems.yahoo-net.jp|tst-outsystems.yahoo-net.jp|dev-outsystems.yahoo-net.jp","","false"
"44.208.44.134","rivals.gdpr-acceptance","Oath Inc.","US","","","gdpr-acceptance.rivals.aws.oath.cloud|gdpr-acceptance.rivals.aws.yahoo.cloud|i-02f96e27260ac24f7.instanceid.athenz.aws.oath.cloud","","false"
"44.208.122.199","gmail.affinities.io","","","","","gmail.affinities.io|dev.teleskope.io|yahoo.affinities.io|dev.affinities.io|hotmail.affinities.io|yahoo.teleskope.io|hotmail.teleskope.io|gmail.teleskope.io","","false"
"44.208.141.6","dev.cms.creative.verizonmedia.com","Oath Holdings Inc.","US","Sunnyvale","California","dev.cms.creative.verizonmedia.com|dev.soundingboard.vzbuilders.com|dev.cms.creative.ouryahoo.com|dev.soundingboard.ouryahoo.com","","false"
"44.208.193.19","help.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","help.yahoo.com|*.help.yahoo.com","","false"
"44.209.36.30","*.g11n.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.g11n.yahoo.com|g11n.yahoo.com","","false"
"44.209.64.227","partner-pub.content-hub.aws.prod.fleks-contenthub-productifab186","Oath Inc.","US","","","fleks-contenthub-productifab186.partner-pub-content-hub-aws-prod.aws.oath.cloud|fleks-contenthub-productifab186.partner-pub-content-hub-aws-prod.aws.yahoo.cloud|fleks-contenthub-productifab186.partner-pub-content-hub-aws-prod.svc.cluster.local|fleks-contenthub-productifab186.content-syndication-production.svc.cluster.local","","false"
"44.209.153.244","yahoo-alb.hosted.content.distribution.dtcisb.technology","","","","","yahoo-alb.hosted.content.distribution.dtcisb.technology|yahoo-alb-weighted.us-east-1.hosted.content.distribution.dtcisb.technology|yahoo-alb.us-east-1.hosted.content.distribution.dtcisb.technology|yahoo-alb-latency.hosted.content.distribution.dtcisb.technology|yahoo-alb-weighted.us-west-2.hosted.content.distribution.dtcisb.technology","","false"
"44.209.194.171","*.turbify.com","","","","","*.turbify.com|*.luminate.com|*.verizonsmallbusinessessentials.com|*.yahoosmallbusiness.com","","false"
"44.209.223.217","gemini-native.aws-core-usmdev.ufe","Oath Inc.","US","","","ufe.gemini-native-aws-core-usmdev.aws.oath.cloud|*.ufe.gemini-native-aws-core-usmdev.aws.oath.cloud|ufe.gemini-native-aws-core-usmdev.aws.yahoo.cloud|*.ufe.gemini-native-aws-core-usmdev.aws.yahoo.cloud","","false"
"44.209.227.77","*.yahoosmallbusiness.com","Oath Holdings Inc.","US","Sunnyvale","California","*.yahoosmallbusiness.com|yahoosmallbusiness.com|luminate.com|*.luminate.com|aabacosmallbusiness.com|*.aabacosmallbusiness.com","","false"
"44.219.69.31","pe-dba.aws.ads.prd","Oath Inc.","US","","","prd.pe-dba-aws-ads.aws.oath.cloud|prd.pe-dba-aws-ads.aws.yahoo.cloud|i-0a847795f0cbf58a9.instanceid.athenz.aws.oath.cloud","","false"
"44.219.148.254","*.ouryahoo.splunkcloud.com","Splunk Inc.","US","San Francisco","California","*.ouryahoo.splunkcloud.com|ouryahoo.splunkcloud.com|http-inputs-ouryahoo.splunkcloud.com|*.http-inputs-ouryahoo.splunkcloud.com|akamai-inputs-ouryahoo.splunkcloud.com|*.akamai-inputs-ouryahoo.splunkcloud.com|http-inputs-ack-ouryahoo.splunkcloud.com|*.http-inputs-ack-ouryahoo.splunkcloud.com|http-inputs-firehose-ouryahoo.splunkcloud.com|*.http-inputs-firehose-ouryahoo.splunkcloud.com|*.pvt.ouryahoo.splunkcloud.com|pvt.ouryahoo.splunkcloud.com","","false"
"44.219.176.120","*.v.ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.v.ssp.yahoo.com|*.adaptv.advertising.com|adaptv.advertising.com|*.adap.tv","","false"
"44.219.211.148","pe-dba.aws.ads.npd","Oath Inc.","US","","","npd.pe-dba-aws-ads.aws.oath.cloud|npd.pe-dba-aws-ads.aws.yahoo.cloud|i-0c731771a0bc71871.instanceid.athenz.aws.oath.cloud","","false"
"44.210.49.124","turbify.com","","","","","turbify.com|*.luminate.com|*.aabacosmallbusiness.com|verizonsmallbusinessessentials.com|aabacosmallbusiness.com|*.verizonsmallbusinessessentials.com|*.yahoosmallbusiness.com|luminate.com|*.turbify.com|yahoosmallbusiness.com","","false"
"44.210.57.247","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
"44.210.187.15","partner-pub.content-hub.aws.prod.fleks-contenthub-producti868038","Oath Inc.","US","","","fleks-contenthub-producti868038.partner-pub-content-hub-aws-prod.aws.oath.cloud|fleks-contenthub-producti868038.partner-pub-content-hub-aws-prod.aws.yahoo.cloud|fleks-contenthub-producti868038.partner-pub-content-hub-aws-prod.svc.cluster.local|fleks-contenthub-producti868038.content-ingestion-production.svc.cluster.local","","false"
"44.210.200.216","dev-ups.analytics.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","dev-ups.analytics.yahoo.com|service-dev.idsync.analytics.yahoo.com|dev1-ups.analytics.yahoo.com|dev-cms.analytics.yahoo.com|dev-pixel.advertising.com","","false"
"44.210.231.52","dsp-plus-backend.prod-df-service-api.df-service-api","Oath Inc.","US","","","df-service-api.dsp-plus-backend-prod-df-service-api.aws.oath.cloud|df-service-api.dsp-plus-backend-prod-df-service-api.aws.yahoo.cloud|df-service-api-prod-7fd6c5bd75-hv68c.instanceid.athenz.aws.oath.cloud","","false"
"44.210.253.136","partner-pub.content-hub.aws.nonprod.fleks-contenthub-qa-usda3461","Oath Inc.","US","","","fleks-contenthub-qa-usda3461.partner-pub-content-hub-aws-nonprod.aws.oath.cloud|fleks-contenthub-qa-usda3461.partner-pub-content-hub-aws-nonprod.aws.yahoo.cloud|fleks-contenthub-qa-usda3461.partner-pub-content-hub-aws-nonprod.svc.cluster.local|fleks-contenthub-qa-usda3461.content-ingestion-qa.svc.cluster.local","","false"
"44.211.4.16","*.api.openrtb.ssp.yahooinc.com","Oath Holdings Inc.","US","Sunnyvale","California","*.api.openrtb.ssp.yahooinc.com|api.openrtb.ssp.yahooinc.com","","false"
"44.211.59.89","web.ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","web.ssp.yahoo.com|c2s.ssp.yahoo.com|c2shb.ssp.yahoo.com|oao-js-tag.onemobile.yahoo.com|jill.fc.yahoo.com|eu-central.jill.fc.yahoo.com|*.ssp.yahoo.com|us-east.jill.fc.yahoo.com|us-west.jill.fc.yahoo.com|ap-southeast.jill.fc.yahoo.com|c2shb.pubgw.yahoo.com","","false"
"44.211.62.55","web.ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","web.ssp.yahoo.com|c2s.ssp.yahoo.com|c2shb.ssp.yahoo.com|oao-js-tag.onemobile.yahoo.com|jill.fc.yahoo.com|eu-central.jill.fc.yahoo.com|*.ssp.yahoo.com|us-east.jill.fc.yahoo.com|us-west.jill.fc.yahoo.com|ap-southeast.jill.fc.yahoo.com|c2shb.pubgw.yahoo.com","","false"
"44.211.103.30","tw.api.srch.ect.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","tw.api.srch.ect.yahoo.com|samsung-mobile.query.yahooapis.com|real.acache.us.global.sports.yahoo.com|picasso.ec.yahoo.com|partnerportal.io.yahoo.net|monalixa-api.yahoo.com|maw-api.verizonmedia.com|eurosport.yahoo.com|esportes.yahoo.com|contentindexing--partner-publishing.global.vespa.yahooapis.com|apple-finance.query.yahoo.com|api.global.sports.yahoo.com|abumedia.yql.yahoo.com|*.yql.yahooapis.com|*.yql.yahoo.com|*.yql.news.yahoo.com|*.yahooinc.com|*.yahoofinance.com|*.yahooapis.com|*.yahoo.com|*.wh.yahooapis.com|*.virtualstudio.yahoo.com|*.video.yahoo.com|*.user-preference.yahoo.com|*.us-central-1.vespa.oath.cloud|*.sports.yahoo.com|*.shp.yahoo.com|*.search.ec.yahoo.com|*.scm.yahooapis.com|*.query.yahoo.com|*.protrade.com|*.prime.yahoo.com|*.nevec.yahoo.com|*.mobile.yahoo.com|*.media.yql.yahoo.com|*.media.yahoo.com|*.mapi.shp.yahoo.com|*.m.yahoo.com|*.jarvis.yahoo.com|*.intlmedia-graviton-gateway.media.yahoo.com|*.intl.ec.yahoo.com|*.global.vespa.oath.cloud|*.fireplace.yahoo.com|*.finance.yahoo.com|*.finance-k8s.media.yahoo.cloud|*.feeds.yahoo.com|*.fantasysports.yahooapis.com|*.fantasysports.yahoo.com|*.experiences.media.yahoo.com|*.ews.mall.yahooapis.com|*.eurosport.yahoo.com|*.entertainment.yahoo.com|*.engadget.com|*.emailanalytics.yahoo.com|*.ema.yahoo.com|*.eds.yahoo.com|*.ect.yahoo.com|*.ec.yahoo.com|*.data.yahoo.com|*.commerce.verizonmedia.com|*.buy.yahoo.com|*.bid.yahooapis.com|*.bid.yahoo.com|*.bettertogether.yahoo.com|*.bc.yahooapis.com|*.api.bid.yahoo.com|*.analytics.yahooinc.com|*.analytics.verizonmedia.com|*.abumedia.yql.yahoo.com|*.abumedia.yahoo.com","","false"
"44.218.15.132","*.pubgw.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.pubgw.yahoo.com|pubgw.yahoo.com|*.publisher-gateway-prod.aws.oath.cloud|*.pubgw.ads.yahoo.com|pubgw.ads.yahoo.com","","false"
"44.218.84.32","*.yahoosmallbusiness.com","Oath Holdings Inc.","US","Sunnyvale","California","*.yahoosmallbusiness.com|yahoosmallbusiness.com|luminate.com|*.luminate.com|aabacosmallbusiness.com|*.aabacosmallbusiness.com","","false"
"44.218.89.87","consent.oath.com","Oath Holdings Inc.","US","Sunnyvale","California","consent.oath.com|consent.yahoo.com|guce.verizonmedia.com|guce2.oath.com|guce.alephd.com|guce.aol.ca|guce.aol.co.uk|guce.isp.netscape.com|guce.vidible.tv|guce.wmconnect.com|guce.yahoo.com.hk|guce.yahoo.com.tw|guce.adaptv.advertising.com|guce.search.yahoo.com|guce.search.aol.com|guce.recherche.aol.fr|guce.search.aol.ca|guce.search.aol.co.uk|guce.suche.aol.de|guce.techcrunch.cn|guce.tacoda.at.atwola.com|guce.adtech.de|guce.adtechus.com|guce.adtechjp.com|guce.adap.tv|guce.nexage.com|guce.cashay.com|guce.intheknow.com|guce.yahoofinance.com|guce.boxely.com|guce.instore.com|guce.helping.com|guce.ygm.com|guce.binoz.com|guce.searchjam.com|guce.glp.searchjam.com|guce.ad.com|guce.instoreautos.com|guce.instoredownloads.com|guce.instorecars.com|guce.instorehomes.com|guce.netbusiness.com|guce.walletpop.com|guce.wimzi.com|guce.ehealth247.com|guce.yshop.tw|guce.wavezie.com|guce.ouryahoo.com|guce.yahooinc.com|connectid.yahoo.com|guce.umbat.com|guce.5min.com|guce.checkonce.com","","false"
"44.218.120.231","sharp.ouryahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","sharp.ouryahoo.com","","false"
"44.218.122.214","*.v.ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.v.ssp.yahoo.com|*.adaptv.advertising.com|adaptv.advertising.com|*.adap.tv","","false"
"44.218.148.218","aolp.ds-dev.profile-tee","Oath Inc.","US","","","profile-tee.aolp-ds-dev.aws.oath.cloud|profile-tee.aolp-ds-dev.aws.yahoo.cloud|i-0072e30d9b44a349a.instanceid.athenz.aws.oath.cloud","","false"
"44.218.214.41","aolp.ds-prd.profile-tee","Oath Inc.","US","","","profile-tee.aolp-ds-prd.aws.oath.cloud|profile-tee.aolp-ds-prd.aws.yahoo.cloud|i-0f5ebc379cc497661.instanceid.athenz.aws.oath.cloud","","false"
"44.218.216.214","pe-dba.aws.ads.prd","Oath Inc.","US","","","prd.pe-dba-aws-ads.aws.oath.cloud|prd.pe-dba-aws-ads.aws.yahoo.cloud|i-09424f4892a3be31c.instanceid.athenz.aws.oath.cloud","","false"
"44.218.237.17","dcs.campaign-insights-dev.campaign-insights-mw","Oath Inc.","US","","","campaign-insights-mw.dcs-campaign-insights-dev.aws.oath.cloud|campaign-insights-mw.dcs-campaign-insights-dev.aws.yahoo.cloud|campaign-insights-mw-dev-659b848f7b-h6c29.instanceid.athenz.aws.oath.cloud","","false"
"44.214.26.91","*.beap.gemini.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.beap.gemini.yahoo.com|*.gemini.yahoo.com|*.n.gemini.yahoo.com|*.s.gemini.yahoo.com|adss.yahoo.com|beap.adss.yahoo.com","","false"
"44.214.130.61","stage.help.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","stage.help.yahoo.com|*.aide.yahoo.com|*.aiuto.yahoo.com|*.ajuda.yahoo.com|*.ajutor.yahoo.com|*.ayuda.yahoo.com|*.bantuan.yahoo.com|*.help.yahoo.com|*.hilfe.yahoo.com|*.trogiup.yahoo.com","","false"
"44.214.131.9","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
"44.214.167.223","pe-dba.aws.sports.prd","Oath Inc.","US","","","prd.pe-dba-aws-sports.aws.oath.cloud|prd.pe-dba-aws-sports.aws.yahoo.cloud|i-036712d78c9541fbc.instanceid.athenz.aws.oath.cloud","","false"
"44.215.4.165","pe-dba.aws.sports.npd","Oath Inc.","US","","","npd.pe-dba-aws-sports.aws.oath.cloud|npd.pe-dba-aws-sports.aws.yahoo.cloud|i-0a9b91ddb1bfd2584.instanceid.athenz.aws.oath.cloud","","false"
"44.215.15.211","dev-senderhub.commerce.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","dev-senderhub.commerce.yahoo.com|*.commerce.yahoo.com","","false"
"44.215.38.2","*.api.openrtb.ssp.yahooinc.com","Oath Holdings Inc.","US","Sunnyvale","California","*.api.openrtb.ssp.yahooinc.com|api.openrtb.ssp.yahooinc.com","","false"
"44.215.63.178","api.ssp.yahooinc.com","Oath Holdings Inc.","US","Sunnyvale","California","api.ssp.yahooinc.com|api.onemobile.aol.com|api.openrtb.ssp.yahooinc.com|*.api.ssp.yahooinc.com|*.api.onemobile.aol.com|*.api.ssp.aol.com|*.api.openrtb.ssp.yahooinc.com","","false"
"44.215.215.155","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
"44.215.239.89","partner-pub.content-hub.aws.prod.fleks-contenthub-staging-0e3f31","Oath Inc.","US","","","fleks-contenthub-staging-0e3f31.partner-pub-content-hub-aws-prod.aws.oath.cloud|fleks-contenthub-staging-0e3f31.partner-pub-content-hub-aws-prod.aws.yahoo.cloud|fleks-contenthub-staging-0e3f31.partner-pub-content-hub-aws-prod.svc.cluster.local|fleks-contenthub-staging-0e3f31.content-ingestion-staging.svc.cluster.local","","false"
"44.215.252.173","notificationsystems.mbp.prod.cluster","Oath Inc.","US","","","cluster.notificationsystems-mbp-prod.aws.oath.cloud|cluster.notificationsystems-mbp-prod.aws.yahoo.cloud","","false"
"44.213.138.67","senderhub.commerce.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","senderhub.commerce.yahoo.com|*.commerce.yahoo.com","","false"
"44.213.142.150","*.fc.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.fc.yahoo.com|fc.yahoo.com|jill.at.atwola.com|qa-jill.at.atwola.com|stage-jill.at.atwola.com","","false"
"44.213.156.244","*.api.staging.immersive.yahoo.com","","","","","*.api.staging.immersive.yahoo.com","","false"
"54.93.121.144","web.ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","web.ssp.yahoo.com|c2s.ssp.yahoo.com|c2shb.ssp.yahoo.com|oao-js-tag.onemobile.yahoo.com|jill.fc.yahoo.com|eu-central.jill.fc.yahoo.com|*.ssp.yahoo.com|us-east.jill.fc.yahoo.com|us-west.jill.fc.yahoo.com|ap-southeast.jill.fc.yahoo.com|c2shb.pubgw.yahoo.com","","false"
"54.93.154.190","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
"54.93.159.177","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
"18.144.179.222","*.v.ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.v.ssp.yahoo.com|*.adaptv.advertising.com|adaptv.advertising.com|*.adap.tv","","false"
"18.144.180.63","*.v.ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.v.ssp.yahoo.com|*.adaptv.advertising.com|adaptv.advertising.com|*.adap.tv","","false"
"52.76.177.22","help.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","help.yahoo.com|*.help.yahoo.com","","false"
"52.76.202.136","help.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","help.yahoo.com|*.aide.yahoo.com|*.aiuto.yahoo.com|*.ajuda.yahoo.com|*.ajutor.yahoo.com|*.ayuda.yahoo.com|*.bantuan.yahoo.com|*.help.yahoo.com|*.hilfe.yahoo.com|*.omoc.yahoo.com|*.trogiup.yahoo.com","","false"
"52.76.244.217","help.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","help.yahoo.com|*.help.yahoo.com","","false"
"52.68.39.146","ssl.yw.yahoo-mbga.jp","DeNA Co., Ltd.","JP","Shibuya-ku","Tokyo","ssl.yw.yahoo-mbga.jp","","false"
"52.68.54.39","yahoo.acil.jp","","","","","yahoo.acil.jp|*.yahoo.acil.jp","","false"
"52.68.121.234","*.yahoo-mbga.jp","DeNA Co., Ltd.","JP","Shibuya-ku","Tokyo","*.yahoo-mbga.jp|yahoo-mbga.jp","","false"
"52.68.143.72","outsystems.yahoo-net.jp","Yahoo Japan Corporation","JP","Chiyoda-ku","Tokyo","outsystems.yahoo-net.jp|tst-outsystems.yahoo-net.jp|dev-outsystems.yahoo-net.jp","","false"
"52.68.220.217","*.oath-marketing-yahooinc-production.aws.oath.cloud","","","","","*.oath-marketing-yahooinc-production.aws.oath.cloud","","false"
"52.68.228.230","*.oath-marketing-yahooinc-production.aws.oath.cloud","","","","","*.oath-marketing-yahooinc-production.aws.oath.cloud","","false"
"52.69.87.73","*.yahoo-mbga.jp","DeNA Co., Ltd.","JP","Shibuya-ku","Tokyo","*.yahoo-mbga.jp|yahoo-mbga.jp","","false"
"52.69.202.205","*.fc.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.fc.yahoo.com|fc.yahoo.com|jill.at.atwola.com|qa-jill.at.atwola.com|stage-jill.at.atwola.com","","false"
"52.0.81.70","*.beap.gemini.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.beap.gemini.yahoo.com|*.gemini.yahoo.com|*.n.gemini.yahoo.com|*.s.gemini.yahoo.com|adss.yahoo.com|beap.adss.yahoo.com","","false"
"52.0.114.166","sherpa.aws.prod.sherpa-aerospike-tls","Oath Inc.","US","","","sherpa-aerospike-tls.sherpa-aws-prod.aws.oath.cloud|*.sherpa-aerospike-tls.sherpa-aws-prod.aws.oath.cloud|sherpa-aerospike-tls.sherpa-aws-prod.aws.yahoo.cloud|*.sherpa-aerospike-tls.sherpa-aws-prod.aws.yahoo.cloud|tls-credentials-cron-pod-28260000-lh7cw.instanceid.athenz.aws.oath.cloud","","false"
"52.0.154.143","help.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","help.yahoo.com|*.help.yahoo.com","","false"
"52.1.5.66","*.v.ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.v.ssp.yahoo.com|*.adaptv.advertising.com|adaptv.advertising.com|*.adap.tv","","false"
