ip,common_name,organization,country,locality,province,sandns,sanip,selfsigned
"3.30.166.225","mission-test.odin.dso.mil","U.S. Government","US","","","*.admin.mission-test.odin.dso.mil|*.mission-test.odin.dso.mil|mission-test.odin.dso.mil","","false"
"3.30.169.13","*.cnap.dso.mil","","","","","*.cnap.dso.mil|cnap.dso.mil","","false"
"3.30.169.95","training.eodims.af.mil","U.S. Government","US","","","search.training.eodims.af.mil|weat.training.eodims.af.mil|tearaway.training.eodims.af.mil|staging.training.eodims.af.mil|reports.training.eodims.af.mil|mobile.training.eodims.af.mil|kms.training.eodims.af.mil|geoblast.training.eodims.af.mil|maps.training.eodims.af.mil|analytics.training.eodims.af.mil|jst.training.eodims.af.mil|email.training.eodims.af.mil|interfaces.training.eodims.af.mil|gateway.training.eodims.af.mil|core.training.eodims.af.mil|training.eodims.af.mil","","false"
"3.30.170.241","chatsurfer.nro.mil","U.S. Government","US","","","chatsurfer.test.nro.mil|chatsurfer.nro.mil","","false"
"3.30.171.116","*.projects.highbond.mil","","","","","*.projects.highbond.mil|projects.highbond.mil","","false"
"3.30.171.214","test.dsca.mil","DEFENSE SECURITY COOPERATION AGENCY","US","Mechanicsburg","Pennsylvania","test.dsca.mil|www.test.dsca.mil|test.samm.dsca.mil|www.test.samm.dsca.mil","","false"
"3.30.174.64","*.odin.dso.mil","USAF","US","Rome","New York","*.odin.dso.mil|odin.dso.mil|*.admin.odin.dso.mil|*.npe.odin.dso.mil","","false"
"3.30.175.150","devilops.dso.mil","Air Force Research Laboratory","US","Rome","New York","devilops.dso.mil|*.devilops.dso.mil|*.staging.devilops.dso.mil","","false"
"3.30.177.213","*.odin.dso.mil","USAF","US","Rome","New York","*.odin.dso.mil|odin.dso.mil|*.admin.odin.dso.mil|*.npe.odin.dso.mil","","false"
"3.30.180.12","blueuas.diu.mil","Defense Innovation Unit","US","Mountain View","California","blueuas.diu.mil","","false"
"3.30.180.152","climate.sec.usace.army.mil","","","","","climate.sec.usace.army.mil","","false"
"3.30.182.12","training.eodims.af.mil","U.S. Government","US","","","search.training.eodims.af.mil|weat.training.eodims.af.mil|tearaway.training.eodims.af.mil|staging.training.eodims.af.mil|reports.training.eodims.af.mil|mobile.training.eodims.af.mil|kms.training.eodims.af.mil|geoblast.training.eodims.af.mil|maps.training.eodims.af.mil|analytics.training.eodims.af.mil|jst.training.eodims.af.mil|email.training.eodims.af.mil|interfaces.training.eodims.af.mil|gateway.training.eodims.af.mil|core.training.eodims.af.mil|training.eodims.af.mil","","false"
"3.30.185.168","*.highbond.mil","","","","","*.highbond.mil|highbond.mil","","false"
"3.30.197.143","*.highbond.mil","","","","","*.highbond.mil|highbond.mil","","false"
"3.30.200.160","*.opalacceptance.dso.mil","Hill Air Force Base","US","Hill Afb","Utah","*.opalacceptance.dso.mil","","false"
"3.30.207.66","blueuas.diu.mil","Defense Innovation Unit","US","Mountain View","California","blueuas.diu.mil","","false"
"3.30.215.81","*.odin.dso.mil","USAF","US","Rome","New York","*.odin.dso.mil|odin.dso.mil|*.admin.odin.dso.mil|*.npe.odin.dso.mil","","false"
"3.30.231.104","climate.sec.usace.army.mil","","","","","climate.sec.usace.army.mil","","false"
"3.30.232.44","*.highbond.mil","","","","","*.highbond.mil|highbond.mil","","false"
"3.30.235.40","blueuas.diu.mil","Defense Innovation Unit","US","Mountain View","California","blueuas.diu.mil","","false"
"3.30.236.245","*.highbond.mil","","","","","*.highbond.mil|highbond.mil","","false"
"3.30.241.13","interact.stage.josce.mil","U.S. Government","US","","","bbb2.interact.stage.josce.mil|bbb1.interact.stage.josce.mil|turn.interact.stage.josce.mil|interact.stage.josce.mil","","false"
"3.30.243.100","*.highbond.mil","","","","","*.highbond.mil|highbond.mil","","false"
"3.30.243.131","devtableau.cloud.dcsa.mil","U.S. Government","US","","","devtableau.cloud.dcsa.mil","","false"
"3.30.245.31","mission-test.odin.dso.mil","U.S. Government","US","","","*.admin.mission-test.odin.dso.mil|*.mission-test.odin.dso.mil|mission-test.odin.dso.mil","","false"
"3.30.245.148","*.dev.jcn.jaic.mil","U.S. Government","US","","","*.dev.jcn.jaic.mil","","false"
"3.30.246.167","gdt.arc.cprobe.army.mil","U.S. Government","US","","","gdt.arc.cprobe.army.mil|tableau.gdt.arc.cprobe.army.mil|tableau-t.gdt.arc.cprobe.army.mil|remote.gdt.arc.cprobe.army.mil|certauth.gdt.arc.cprobe.army.mil|sso.gdt.arc.cprobe.army.mil|ndev.gdt.arc.cprobe.army.mil|sdev.gdt.arc.cprobe.army.mil|ntst.gdt.arc.cprobe.army.mil|stst.gdt.arc.cprobe.army.mil|mgmt.cac.gdt.arc.cprobe.army.mil|ndev.cac.gdt.arc.cprobe.army.mil|sdev.cac.gdt.arc.cprobe.army.mil|ntst.cac.gdt.arc.cprobe.army.mil|stst.cac.gdt.arc.cprobe.army.mil|mgmt.noc.gdt.arc.cprobe.army.mil|ndev.noc.gdt.arc.cprobe.army.mil|sdev.noc.gdt.arc.cprobe.army.mil|ntst.noc.gdt.arc.cprobe.army.mil|stst.noc.gdt.arc.cprobe.army.mil|ds.ndev.cac.gdt.arc.cprobe.army.mil|ds.ntst.cac.gdt.arc.cprobe.army.mil|armyps.gdt.arc.cprobe.army.mil|rsw.gdt.arc.cprobe.army.mil|rspm.gdt.arc.cprobe.army.mil|rsc.gdt.arc.cprobe.army.mil|rsc-t.gdt.arc.cprobe.army.mil|jenkins.gdt.arc.cprobe.army.mil|nexus.gdt.arc.cprobe.army.mil|jicap.gdt.arc.cprobe.army.mil|jicap-t.gdt.arc.cprobe.army.mil","","false"
"3.30.254.3","*.odin.dso.mil","USAF","US","Rome","New York","*.odin.dso.mil|odin.dso.mil|*.admin.odin.dso.mil|*.npe.odin.dso.mil","","false"
"3.30.255.222","staging.eodims.af.mil","U.S. Government","US","","","search.staging.eodims.af.mil|weat.staging.eodims.af.mil|tearaway.staging.eodims.af.mil|training.staging.eodims.af.mil|reports.staging.eodims.af.mil|mobile.staging.eodims.af.mil|kms.staging.eodims.af.mil|geoblast.staging.eodims.af.mil|maps.staging.eodims.af.mil|analytics.staging.eodims.af.mil|jst.staging.eodims.af.mil|email.staging.eodims.af.mil|interfaces.staging.eodims.af.mil|gateway.staging.eodims.af.mil|core.staging.eodims.af.mil|staging.eodims.af.mil","","false"
"3.31.9.8","*.highbond.mil","","","","","*.highbond.mil|highbond.mil","","false"
"3.31.14.57","mre-dev.nasic.af.mil","U.S. Government","US","","","mre-dev.nasic.af.mil|storehouse-dev.nasic.af.mil|watchdog-dev.nasic.af.mil|sweeper-ess-dev.nasic.af.mil|sweeper-mc1-dev.nasic.af.mil|sweeper-mcg-dev.nasic.af.mil|eloc-ess-dev.nasic.af.mil|eloc-mc1-dev.nasic.af.mil|eloc-mcg-dev.nasic.af.mil|ups-dev.nasic.af.mil|watson-dev.nasic.af.mil|cerberus-dev.nasic.af.mil|locker-dev.nasic.af.mil|depot-dev.nasic.af.mil|nots-dev.nasic.af.mil|sso-dev.nasic.af.mil","","false"
"3.31.15.208","portal-asp.navair1.navy.mil","U.S. Government","US","","","portal1.dcnap.com|portal.dcnap.com|portal2-asp.navair1.navy.mil|portal1-asp.navair1.navy.mil|portal-asp.navair1.navy.mil","","false"
"3.31.19.26","*.lmoc.af.mil","United States Air Force","US","Hill AFB","Utah","*.lmoc.af.mil|lmoc.af.mil","","false"
"3.31.21.223","militaryonesource.mil","DASD for Military Community and Family Policy","US","Alexandria","Virginia","mos.mil|www.mos.mil|militaryonesource.mil|www.militaryonesource.mil|amac.militaryonesource.mil|ecms.militaryonesource.mil|tribute.militaryonesource.mil|download.militaryonesource.mil|ecms-svc.militaryonesource.mil|blog-brigade.militaryonesource.mil|demographics.militaryonesource.mil|collaboration.militaryonesource.mil|supportrequest.militaryonesource.mil|planmydeployment.militaryonesource.mil","","false"
"3.31.28.88","militaryonesource.mil","DASD for Military Community and Family Policy","US","Alexandria","Virginia","mos.mil|www.mos.mil|militaryonesource.mil|www.militaryonesource.mil|amac.militaryonesource.mil|ecms.militaryonesource.mil|tribute.militaryonesource.mil|download.militaryonesource.mil|ecms-svc.militaryonesource.mil|blog-brigade.militaryonesource.mil|demographics.militaryonesource.mil|collaboration.militaryonesource.mil|supportrequest.militaryonesource.mil|planmydeployment.militaryonesource.mil","","false"
"3.31.29.43","nasic.af.mil","U.S. Government","US","","","*.midgard.nasic.af.mil|*.nasic.af.mil|nasic.af.mil","","false"
"3.31.35.16","*.opalacceptance.dso.mil","Hill Air Force Base","US","Hill Afb","Utah","*.opalacceptance.dso.mil","","false"
"3.31.36.104","eodims.af.mil","U.S. Government","US","","","search.eodims.af.mil|weat.eodims.af.mil|tearaway.eodims.af.mil|training.eodims.af.mil|reports.eodims.af.mil|mobile.eodims.af.mil|kms.eodims.af.mil|geoblast.eodims.af.mil|maps.eodims.af.mil|analytics.eodims.af.mil|jst.eodims.af.mil|email.eodims.af.mil|interfaces.eodims.af.mil|gateway.eodims.af.mil|core.eodims.af.mil|staging.eodims.af.mil|eodims.af.mil","","false"
"3.31.81.201","apt.sec.usace.army.mil","","","","","apt.sec.usace.army.mil","","false"
"3.31.109.132","sso.nasic.af.mil","U.S. Government","US","","","sso.nasic.af.mil|sso","","false"
"3.31.109.178","militaryonesource.mil","DASD for Military Community and Family Policy","US","Alexandria","Virginia","mos.mil|www.mos.mil|militaryonesource.mil|www.militaryonesource.mil|amac.militaryonesource.mil|ecms.militaryonesource.mil|tribute.militaryonesource.mil|download.militaryonesource.mil|ecms-svc.militaryonesource.mil|blog-brigade.militaryonesource.mil|demographics.militaryonesource.mil|collaboration.militaryonesource.mil|supportrequest.militaryonesource.mil|planmydeployment.militaryonesource.mil","","false"
"3.31.114.61","myseco.pre.militaryonesource.mil","DASD for Military Community and Family Policy","US","Alexandria","Virginia","cci.pre.militaryonesource.mil|sap.pre.militaryonesource.mil|pecs.pre.militaryonesource.mil|mycaa.pre.militaryonesource.mil|vemis.pre.militaryonesource.mil|myseco.pre.militaryonesource.mil|msepjobs.pre.militaryonesource.mil|vhf-chat.pre.militaryonesource.mil|myseco-auth.pre.militaryonesource.mil","","false"
"3.31.117.134","*.odin.dso.mil","USAF","US","Rome","New York","*.odin.dso.mil|odin.dso.mil|*.admin.odin.dso.mil|*.npe.odin.dso.mil","","false"
"3.31.130.238","gigeagle.mil","","","","","gigeagle.mil|www.gigeagle.mil","","false"
"3.31.136.174","staging.eodims.af.mil","U.S. Government","US","","","search.staging.eodims.af.mil|weat.staging.eodims.af.mil|tearaway.staging.eodims.af.mil|training.staging.eodims.af.mil|reports.staging.eodims.af.mil|mobile.staging.eodims.af.mil|kms.staging.eodims.af.mil|geoblast.staging.eodims.af.mil|maps.staging.eodims.af.mil|analytics.staging.eodims.af.mil|jst.staging.eodims.af.mil|email.staging.eodims.af.mil|interfaces.staging.eodims.af.mil|gateway.staging.eodims.af.mil|core.staging.eodims.af.mil|staging.eodims.af.mil","","false"
"3.31.137.134","training.eodims.af.mil","U.S. Government","US","","","search.training.eodims.af.mil|weat.training.eodims.af.mil|tearaway.training.eodims.af.mil|staging.training.eodims.af.mil|reports.training.eodims.af.mil|mobile.training.eodims.af.mil|kms.training.eodims.af.mil|geoblast.training.eodims.af.mil|maps.training.eodims.af.mil|analytics.training.eodims.af.mil|jst.training.eodims.af.mil|email.training.eodims.af.mil|interfaces.training.eodims.af.mil|gateway.training.eodims.af.mil|core.training.eodims.af.mil|training.eodims.af.mil","","false"
"3.31.138.25","staging.eodims.af.mil","U.S. Government","US","","","search.staging.eodims.af.mil|weat.staging.eodims.af.mil|tearaway.staging.eodims.af.mil|training.staging.eodims.af.mil|reports.staging.eodims.af.mil|mobile.staging.eodims.af.mil|kms.staging.eodims.af.mil|geoblast.staging.eodims.af.mil|maps.staging.eodims.af.mil|analytics.staging.eodims.af.mil|jst.staging.eodims.af.mil|email.staging.eodims.af.mil|interfaces.staging.eodims.af.mil|gateway.staging.eodims.af.mil|core.staging.eodims.af.mil|staging.eodims.af.mil","","false"
"3.226.21.80","nudl-arcgis.nga.mil","AWS","US","Brunswick","Maryland","","","true"
"54.221.95.42","*.ec.ncsc.mil","U.S. Government","US","","","*.ec.ncsc.mil","","false"
"54.221.241.86","nudl-arcgis.nga.mil","AWS","US","Brunswick","Maryland","","","true"
"3.224.46.85","ancmapper.army.mil","Department of the Army","US","Fairfield","California","ancmapper.army.mil","","false"
"34.205.40.150","access.afpc.af.mil","U.S. Government","US","","","access.afpc.af.mil","","false"
"160.1.21.179","*.diu.mil","Defense Innovation Unit","US","Mountain View","California","*.diu.mil","","false"
"160.1.43.198","openshift-console.apps.gc1.minerva.navy.mil","NAVWAR","US","","","openshift-console.apps.gc1.minerva.navy.mil|alertmanager-main-openshift-monitoring.apps.gc1.minerva.navy.mil|canary-openshift-ingress-canary.apps.gc1.minerva.navy.mil|console-openshift-console.apps.gc1.minerva.navy.mil|downloads-openshift-console.apps.gc1.minerva.navy.mil|grafana-openshift-monitoring.apps.gc1.minerva.navy.mil|oauth-openshift.apps.gc1.minerva.navy.mil|prometheus-k8s-openshift-monitoring.apps.gc1.minerva.navy.mil|thanos-querier-openshift-monitoring.apps.gc1.minerva.navy.mil|kibana-openshift-logging.apps.gc1.minerva.navy.mil|grafana-istio-system.apps.gc1.minerva.navy.mil|istio-ingressgateway-istio-system.apps.gc1.minerva.navy.mil|jaeger-istio-system.apps.gc1.minerva.navy.mil|kiali-istio-system.apps.gc1.minerva.navy.mil|prometheus-istio-system.apps.gc1.minerva.navy.mil|auth-acs-ingress.apps.gc1.minerva.navy.mil|noauth-acs-ingress.apps.gc1.minerva.navy.mil","","false"
"160.1.53.90","auth-test.sec.usace.army.mil","","","","","auth-test.sec.usace.army.mil|auth.sec.usace.army.mil","","false"
"160.1.59.135","*.hub.highbond.mil","","","","","*.hub.highbond.mil|hub.highbond.mil","","false"
"160.1.67.108","auth.afweather.mil","Solid State Scientific Corp.","US","Nashua","New Hampshire","auth.afweather.mil|www.auth.afweather.mil|certauth.auth.afweather.mil|register.auth.afweather.mil","","false"
"160.1.68.179","my.stg.move.mil","","","","","my.stg.move.mil","","false"
"160.1.68.201","interact.josce.mil","U.S. Government","US","","","bbb40.interact.josce.mil|bbb39.interact.josce.mil|bbb38.interact.josce.mil|bbb37.interact.josce.mil|bbb36.interact.josce.mil|bbb35.interact.josce.mil|bbb34.interact.josce.mil|bbb33.interact.josce.mil|bbb32.interact.josce.mil|bbb31.interact.josce.mil|bbb30.interact.josce.mil|bbb29.interact.josce.mil|bbb28.interact.josce.mil|bbb27.interact.josce.mil|bbb26.interact.josce.mil|bbb25.interact.josce.mil|bbb24.interact.josce.mil|bbb23.interact.josce.mil|bbb22.interact.josce.mil|bbb21.interact.josce.mil|bbb20.interact.josce.mil|bbb19.interact.josce.mil|bbb18.interact.josce.mil|bbb17.interact.josce.mil|bbb16.interact.josce.mil|bbb15.interact.josce.mil|bbb14.interact.josce.mil|bbb13.interact.josce.mil|bbb12.interact.josce.mil|bbb11.interact.josce.mil|bbb10.interact.josce.mil|bbb9.interact.josce.mil|bbb8.interact.josce.mil|bbb7.interact.josce.mil|bbb6.interact.josce.mil|bbb5.interact.josce.mil|bbb4.interact.josce.mil|bbb3.interact.josce.mil|bbb2.interact.josce.mil|bbb1.interact.josce.mil|turn.interact.josce.mil|interact.josce.mil","","false"
"160.1.78.188","jenkins.cdl.af.mil","U.S. Government","US","","","jenkins.cdl.af.mil|checkmarx.cdl.af.mil|sonar.cdl.af.mil|artifactory.cdl.af.mil|limesurvey.cdl.af.mil","","false"
"160.1.78.241","*.projects.highbond.mil","","","","","*.projects.highbond.mil|projects.highbond.mil","","false"
"160.1.81.106","aws.cdl.af.mil","U.S. Government","US","","","aws.cdl.af.mil|vpn.aws.cdl.af.mil|pua.aws.cdl.af.mil|cietest.aws.cdl.af.mil","","false"
"160.1.90.93","afgims.dev.apps.cdl.af.mil","U.S. Government","US","","","ip-10-128-72-155.us-gov-west-1.compute.internal|afgims.dev.apps.cdl.af.mil","","false"
"160.1.94.133","chatsurfer","makalu","","","","devinthigh-u-elb-582613731.us-gov-west-1.elb.amazonaws.com|devinthigh-u.chatsurfer.nro.mil|devintlow-u-elb-191568420.us-gov-west-1.elb.amazonaws.com|devintlow-u.chatsurfer.nro.mil|devtesthigh-u-elb-203846382.us-gov-west-1.elb.amazonaws.com|devtestlow-u-elb-388936564.us-gov-west-1.elb.amazonaws.com|devtesthigh-u.chatsurfer.nro.mil|devtestlow-u-elb-388936564.us-gov-west-1.elb.amazonaws.com|devtestlow-u.chatsurfer.nro.mil","","false"
"160.1.99.124","myseco.pre.militaryonesource.mil","DASD for Military Community and Family Policy","US","Alexandria","Virginia","cci.pre.militaryonesource.mil|sap.pre.militaryonesource.mil|pecs.pre.militaryonesource.mil|mycaa.pre.militaryonesource.mil|vemis.pre.militaryonesource.mil|myseco.pre.militaryonesource.mil|msepjobs.pre.militaryonesource.mil|vhf-chat.pre.militaryonesource.mil|myseco-auth.pre.militaryonesource.mil","","false"
"160.1.102.207","chatsurfer","makalu","","","","devinthigh-u-elb-582613731.us-gov-west-1.elb.amazonaws.com|devinthigh-u.chatsurfer.nro.mil|devintlow-u-elb-191568420.us-gov-west-1.elb.amazonaws.com|devintlow-u.chatsurfer.nro.mil|devtesthigh-u-elb-203846382.us-gov-west-1.elb.amazonaws.com|devtestlow-u-elb-388936564.us-gov-west-1.elb.amazonaws.com|devtesthigh-u.chatsurfer.nro.mil|devtestlow-u-elb-388936564.us-gov-west-1.elb.amazonaws.com|devtestlow-u.chatsurfer.nro.mil","","false"
"160.1.105.88","gigeagle.mil","","","","","gigeagle.mil|www.gigeagle.mil","","false"
"160.1.114.116","climate.sec.usace.army.mil","","","","","climate.sec.usace.army.mil","","false"
"160.1.119.28","*.diu.mil","Defense Innovation Unit","US","Mountain View","California","*.diu.mil","","false"
"160.1.119.206","ser-dev.transport.mil","U.S. Government","US","","","ser-dev.transport.mil","","false"
"160.1.120.113","security.dev26.minerva.navy.mil","SPAWAR","US","","","security.dev26.minerva.navy.mil|security.dev26.minerva.navy.mil","","false"
"160.1.122.241","ags03.sec.usace.army.mil","","","","","ags03.sec.usace.army.mil","","false"
"160.1.124.7","*.apps.dev26.minerva.navy.mil","","","","","*.apps.dev26.minerva.navy.mil|apps.dev26.minerva.navy.mil","","false"
"160.1.132.177","*.apps.dev26.minerva.navy.mil","","","","","*.apps.dev26.minerva.navy.mil|apps.dev26.minerva.navy.mil","","false"
"160.1.134.93","openshift-console.apps.gc1.minerva.navy.mil","NAVWAR","US","","","openshift-console.apps.gc1.minerva.navy.mil|alertmanager-main-openshift-monitoring.apps.gc1.minerva.navy.mil|canary-openshift-ingress-canary.apps.gc1.minerva.navy.mil|console-openshift-console.apps.gc1.minerva.navy.mil|downloads-openshift-console.apps.gc1.minerva.navy.mil|grafana-openshift-monitoring.apps.gc1.minerva.navy.mil|oauth-openshift.apps.gc1.minerva.navy.mil|prometheus-k8s-openshift-monitoring.apps.gc1.minerva.navy.mil|thanos-querier-openshift-monitoring.apps.gc1.minerva.navy.mil|kibana-openshift-logging.apps.gc1.minerva.navy.mil|grafana-istio-system.apps.gc1.minerva.navy.mil|istio-ingressgateway-istio-system.apps.gc1.minerva.navy.mil|jaeger-istio-system.apps.gc1.minerva.navy.mil|kiali-istio-system.apps.gc1.minerva.navy.mil|prometheus-istio-system.apps.gc1.minerva.navy.mil|auth-acs-ingress.apps.gc1.minerva.navy.mil|noauth-acs-ingress.apps.gc1.minerva.navy.mil","","false"
"160.1.143.254","climate.sec.usace.army.mil","","","","","climate.sec.usace.army.mil","","false"
"160.1.163.21","mdaframeworkgia.landingzone.proj.nro.mil","U.S. Government","US","","","mdaframeworkgia.landingzone.proj.nro.mil|mcgiazk3.landingzone.proj.nro.mil|mcgiazk2.landingzone.proj.nro.mil|mcgiazk1.landingzone.proj.nro.mil|mcgia9.landingzone.proj.nro.mil|mcgia8.landingzone.proj.nro.mil|mcgia7.landingzone.proj.nro.mil|mcgia6.landingzone.proj.nro.mil|mcgia5.landingzone.proj.nro.mil|mcgia4.landingzone.proj.nro.mil|mcgia3.landingzone.proj.nro.mil|mcgia2.landingzone.proj.nro.mil|mcgia1.landingzone.proj.nro.mil|mcgia-admin.landingzone.proj.nro.mil","","false"
"160.1.164.55","auth.afweather.mil","Solid State Scientific Corp.","US","Nashua","New Hampshire","auth.afweather.mil|www.auth.afweather.mil|certauth.auth.afweather.mil|register.auth.afweather.mil","","false"
"160.1.164.60","mission-test.odin.dso.mil","U.S. Government","US","","","*.admin.mission-test.odin.dso.mil|*.mission-test.odin.dso.mil|mission-test.odin.dso.mil","","false"
"160.1.164.146","mdaframeworkgia.landingzone.proj.nro.mil","U.S. Government","US","","","mdaframeworkgia.landingzone.proj.nro.mil|mcgiazk3.landingzone.proj.nro.mil|mcgiazk2.landingzone.proj.nro.mil|mcgiazk1.landingzone.proj.nro.mil|mcgia9.landingzone.proj.nro.mil|mcgia8.landingzone.proj.nro.mil|mcgia7.landingzone.proj.nro.mil|mcgia6.landingzone.proj.nro.mil|mcgia5.landingzone.proj.nro.mil|mcgia4.landingzone.proj.nro.mil|mcgia3.landingzone.proj.nro.mil|mcgia2.landingzone.proj.nro.mil|mcgia1.landingzone.proj.nro.mil|mcgia-admin.landingzone.proj.nro.mil","","false"
"160.1.166.120","olympic.navair1.navy.mil","U.S. Government","US","","","olympic2.navair1.navy.mil|olympic.navair1.navy.mil","","false"
"160.1.168.169","*.odin.dso.mil","USAF","US","Rome","New York","*.odin.dso.mil|odin.dso.mil|*.admin.odin.dso.mil|*.npe.odin.dso.mil","","false"
"160.1.170.211","mdaframeworkgia.landingzone.proj.nro.mil","U.S. Government","US","","","mdaframeworkgia.landingzone.proj.nro.mil|mcgiazk3.landingzone.proj.nro.mil|mcgiazk2.landingzone.proj.nro.mil|mcgiazk1.landingzone.proj.nro.mil|mcgia9.landingzone.proj.nro.mil|mcgia8.landingzone.proj.nro.mil|mcgia7.landingzone.proj.nro.mil|mcgia6.landingzone.proj.nro.mil|mcgia5.landingzone.proj.nro.mil|mcgia4.landingzone.proj.nro.mil|mcgia3.landingzone.proj.nro.mil|mcgia2.landingzone.proj.nro.mil|mcgia1.landingzone.proj.nro.mil|mcgia-admin.landingzone.proj.nro.mil","","false"
